general_name
黄金波药酒
黄连解毒丸
黄连胶囊
黄连羊肝片
黄连羊肝丸
黄连清胃丸
黄连双清丸
黄连上清颗粒
黄连上清胶囊
黄连上清片
黄连上清丸
黄豆苷元胶囊
黄豆苷元片
黄豆苷元
黄蛭益肾胶囊
黄虎喷雾剂
黄藤素阴道凝胶
黄藤素软胶囊
黄藤素胶囊
黄藤素片
黄藤素注射液
黄藤素栓
黄藤素分散片
黄藤素
黄蒲洁肤洗剂
黄葵胶囊
黄萱益肝散
黄萱益肝丸
黄莪胶囊
黄荆油胶丸
黄英咳喘糖浆
黄苦洗液
黄花杜鹃油胶丸
黄芪颗粒
黄芪精颗粒
黄芪精
黄芪生脉饮
黄芪生脉颗粒
黄芪片
黄芪注射液
黄芪建中丸
黄芪多糖
黄芪健胃膏
黄芩茎叶解毒胶囊
黄芩茎叶总黄酮
黄芩苷胶囊
黄芩苷片
黄芩苷
黄芩胶囊
黄芩素铝胶囊
黄芩片
黄精赞育胶囊
黄精养阴糖浆
黄精丸
黄石感冒片
黄疸茵陈颗粒
黄疸茵陈片
黄疸茵陈冲剂
黄疸肝炎丸
黄瑞香注射液
黄热减毒活疫苗
黄水疮散
黄氧化汞眼膏
黄氏响声茶
黄氏响声含片
黄氏响声丸
黄根片
黄栀花口服液
黄柏胶囊
黄柏片
黄柏果油软胶囊
黄柏八味片(沙日毛都-8)
黄柏八味散
黄枣颗粒
黄杨宁片
黄杨宁分散片
黄明胶
黄地养阴颗粒
黄地养血口服液
黄厚止泻滴丸
黄升丹
黄凡士林
黄公烧伤膏
黄何口服液
黄体酮软胶囊
黄体酮胶囊
黄体酮注射液
黄体酮栓
黄体酮
黄丹胶囊
麻黄碱苯海拉明片
麻黄止嗽胶囊
麻黄止嗽丸
麻苏止咳颗粒
麻芩消咳颗粒
麻芩止咳糖浆
麻腮风联合减毒活疫苗
麻疹风疹联合减毒活疫苗
麻疹腮腺炎联合减毒活疫苗
麻疹减毒活疫苗
麻桂感冒丸
麻杏甘石软胶囊
麻杏甘石合剂
麻杏止咳颗粒
麻杏止咳膏
麻杏止咳胶囊
麻杏止咳糖浆
麻杏止咳糖丸
麻杏止咳片
麻杏宣肺颗粒
麻敏维c缓释胶囊
麻姜颗粒
麻姜胶囊
麻仁软胶囊
麻仁胶囊
麻仁滋脾丸
麻仁润肠软胶囊
麻仁润肠丸
麻仁合剂
麻仁丸
麦迪霉素胶囊
麦迪霉素片
麦迪霉素
麦角胺咖啡因片
麦芽片
麦芪降糖丸
麦精鱼肝油
麦神开胃口服液
麦白霉素颗粒剂
麦白霉素胶囊
麦白霉素片
麦白霉素
麦当乳通颗粒
麦味地黄胶囊
麦味地黄片
麦味地黄合剂
麦味地黄口服液
麦味地黄丸(浓缩丸)
麦味地黄丸
麦冬十三味丸
麝香风湿跌打膏
麝香风湿胶囊
麝香风湿片
麝香镇痛膏
麝香醒神搽剂
麝香通心滴丸
麝香追风膏
麝香追风止痛膏
麝香跌打风湿膏
麝香跌打软膏
麝香解痛膏
麝香草酚
麝香舒活灵
麝香舒活搽剂(麝香舒活精)
麝香舒活搽剂
麝香脑脉康胶囊
麝香祛风湿膏
麝香祛风湿油
麝香祛痛气雾剂
麝香祛痛搽剂
麝香祛痛喷雾剂
麝香痔疮栓
麝香狗皮膏
麝香牛黄丸
麝香熊羚丸
麝香海马追风膏
麝香活血化瘀膏
麝香正骨酊
麝香止痛贴膏
麝香暖脐膏
麝香接骨胶囊
麝香拔湿膏
麝香抗栓胶囊
麝香抗栓丸
麝香心脑通胶囊
麝香心脑通片
麝香心脑乐胶囊
麝香心脑乐片
麝香心痛膏
麝香心痛宁片
麝香壮骨膏
麝香壮骨凝胶膏
麝香回阳膏
麝香关节止痛膏
麝香保心丸
麝香伤湿解痛膏
麝雄至宝丸
麝珠明目滴眼液
麒麟丸
鹿骨胶
鹿首安神颗粒
鹿鞭补酒
鹿鞭回春胶囊
鹿阳强肾胶囊
鹿角胶颗粒
鹿角胶
鹿蓉颗粒
鹿茸胶囊
鹿茸胶
鹿茸精注射液
鹿茸片
鹿茸洋参片
鹿茸口服液
鹿茸参鞭酒
鹿胎颗粒
鹿胎软胶囊
鹿胎膏
鹿胎胶囊
鹿精培元酒
鹿精培元胶囊
鹿筋壮骨酒
鹿瓜多肽注射液
鹿川活络胶囊
鹿尾鞭酒
鹿尾补肾丸
鹿地益元酒
鹿仙补肾片
鹿丹芪胶囊
鹭鸶咯丸
鹤蟾片
鹜芪口服液
鹅去氧胆酸胶囊
鹅去氧胆酸
鸿茅药酒
鸬鹚涎丸
鸦胆子油软胶囊
鸦胆子油口服乳液
鸦胆子油乳注射液
鸢都感冒颗粒
鸢都寒痹药酒料
鸢都寒痹液
鸡鸣丸
鸡骨草胶囊
鸡骨草肝炎颗粒
鸡骨草肝炎丸
鸡骨草片
鸡血藤颗粒
鸡血藤胶囊
鸡血藤糖浆
鸡血藤片
鸡苏丸
鸡胆口服溶液
鸡矢藤注射液
鳖甲胶
鳖甲煎丸
鳖甲消痔胶囊
鲨肝醇片
鲨肝醇
鲜竹沥
鲜益母草胶囊
鲜天麻胶囊
鲑鱼降钙素喷鼻剂
鲑降钙素鼻喷雾剂
鲑降钙素注射液
鲑降钙素
鱼鳞病片
鱼鳔补肾丸(水蜜丸)
鱼鳔补肾丸
鱼鳔参杞益精丸
鱼鳔丸
鱼金注射液
鱼腥草芩蓝合剂
鱼腥草素钠片
鱼腥草素钠栓
鱼腥草素钠
鱼腥草滴眼液
鱼腥草注射液
鱼肝油酸钠注射液
鱼肝油乳
鱼肝油
鱼石脂颠茄软膏
鱼石脂软膏
鱼石脂氧化锌软膏
鱼石脂
鬼臼毒素酊
鬼臼毒素软膏
鬼臼毒素
高锰酸钾外用片
高锰酸钾
高锝[99mtc]酸钠注射液(99mo—99mtc发生器)
高锝[99mtc]酸钠注射液
高血压速降丸
高渗羟乙基淀粉200/0.5氯化钠注射液
高渗氯化钠羟乙基淀粉40注射液
高渗枸橼酸盐嘌呤溶液
高山红景天口服液
高力清心丸
高乌甲素贴片
高丽清心丸
高三尖杉酯碱注射液
高三尖杉酯碱氯化钠注射液
高三尖杉酯碱
骨龙胶囊
骨骼风痛胶囊
骨骼风痛片
骨风宁胶囊
骨通贴膏
骨质宁搽剂
骨苓通痹丸
骨肽片
骨肽注射液
骨肽氯化钠注射液
骨筋丸胶囊
骨筋丸片
骨筋丸(大蜜丸)
骨筋丸
骨碎补总黄酮
骨痨敌注射液
骨痛药酒
骨痛灵酊
骨痛丸
骨疏康颗粒
骨疏康胶囊
骨瓜提取物注射液
骨炎灵片
骨泰酊
骨松康合剂
骨松宝颗粒
骨松宝胶囊
骨松宝片
骨松宝丸
骨折挫伤胶囊
骨折再生丸
骨愈灵胶囊
骨愈灵片
骨康胶囊
骨增生镇痛膏
骨增消胶囊
骨增消片
骨友灵贴膏
骨友灵搽剂
骨友灵巴布膏
骨参片
骨化三醇软胶囊
骨化三醇
骨力胶囊
骨剌平片
骨刺胶囊
骨刺祛痛膏
骨刺片
骨刺消痛胶囊
骨刺消痛片
骨刺消痛液
骨刺消痛涂膜剂
骨刺平片
骨刺宁酒
骨刺宁胶囊
骨刺宁片
骨刺丸
骨健灵膏
骨仙片
驻车丸
驴胶补血颗粒
驴胶补血丸
驳骨水
驱风通络药酒
驱风蛇酒
驱风药酒
驱风苏合丸
驱风痛片
驱风液
驱风油
驱风保济油
驱虫消食片
驱虫斑鸠菊注射液
驱白马日白热斯丸
驱白巴布期片
驱毒养颜口服液
马鬃蛇药酒
马钱子散
马蔺子素胶囊
马蔺子素
马破伤风免疫球蛋白(f(ab')2)
马洛替酯缓释片
马洛替酯片
马洛替酯乳剂
马洛替酯
马来酸麦角新碱注射液
马来酸麦角新碱
马来酸非尼拉敏
马来酸阿奇霉素注射液
马来酸阿奇霉素
马来酸罗格列酮片
马来酸溴苯那敏
马来酸氯苯那敏缓释胶囊
马来酸氯苯那敏片
马来酸氯苯那敏滴丸
马来酸氯苯那敏注射液
马来酸氯苯那敏
马来酸氨氯地平片
马来酸氨氯地平滴丸
马来酸氨氯地平分散片
马来酸氨氯地平
马来酸氟吡汀胶囊
马来酸氟吡汀
马来酸氟伏沙明片
马来酸氟伏沙明
马来酸桂哌齐特注射液
马来酸桂哌齐特
马来酸曲美布汀胶囊
马来酸曲美布汀缓释片
马来酸曲美布汀片
马来酸曲美布汀干混悬剂
马来酸曲美布汀分散片
马来酸曲美布汀
马来酸恩替卡韦片
马来酸恩替卡韦
马来酸左旋氨氯地平片
马来酸左旋氨氯地平分散片
马来酸左旋氨氯地平
马来酸多潘立酮片
马来酸多潘立酮
马来酸噻吗洛尔片
马来酸噻吗洛尔滴眼液
马来酸噻吗洛尔
马来酸哌克昔林片
马来酸咪达唑仑片
马来酸咪达唑仑
马来酸吡咯替尼片
马来酸右旋噻吗洛尔
马来酸右噻吗洛尔滴眼液
马来酸依那普利胶囊
马来酸依那普利片
马来酸依那普利叶酸片
马来酸依那普利口腔崩解片
马来酸依那普利分散片
马来酸依那普利
马来酸伊索拉定片
马来酸伊索拉定
马应龙麝香痔疮膏
马应龙八宝眼膏
马应龙八宝眼粉
马尿酸乌洛托品片
马尿酸乌洛托品
马吲哚片
马吲哚
马兰感寒胶囊
馥感啉口服液
香麻寒喘贴
香鹿益阳胶囊
香青风痛油搽剂(香青百草油搽剂)
香附调经止痛丸
香附丸(水丸)
香附丸
香通片
香连胶囊
香连素片
香连片
香连止泻片
香连化滞片
香连化滞丸
香连丸
香藤胶囊
香菊颗粒
香菊胶囊
香菊片
香菊活血丸
香菊感冒颗粒
香菊感冒软胶囊
香菊含漱液
香菇菌多糖片
香菇菌多糖
香菇多糖胶囊
香菇多糖片
香菇多糖注射液
香菇多糖
香荷止痒软膏
香药风湿止痛膏
香药胃安胶囊
香药胃安片
香草醛片
香草醛
香茯益血口服液
香苏调胃片
香苏正胃丸
香芷正气胶囊
香芍颗粒
香砂胃苓丸
香砂胃痛散
香砂理中丸
香砂枳术丸
香砂平胃颗粒
香砂平胃散
香砂平胃丸
香砂和胃丸
香砂和中丸
香砂参术茶
香砂养胃颗粒
香砂养胃软胶囊
香砂养胃胶囊
香砂养胃片
香砂养胃乳剂
香砂养胃丸(浓缩丸)
香砂养胃丸(水丸)
香砂养胃丸
香砂六君片
香砂六君合剂
香砂六君丸(浓缩丸)
香砂六君丸
香石双解袋泡茶
香榆胃舒合剂
香桂活血膏
香果健消胶囊
香果健消片
香归逍遥颗粒
香叶醇软胶囊
香云肝泰片
香丹注射液
首荟通便胶囊
首杞补肾口服液
首明山胶囊
首志健脑颗粒
首乌补肾酒
首乌片
首乌强身片
首乌延寿颗粒
首乌延寿胶囊
首乌延寿片
首乌地黄丸
首乌丸
饿求齐颗粒
饿求齐胶囊
饿求齐片
食道平散
食积颗粒
食积口服液
食消饮
食母生片
飞龙夺命丸
飞扬肠胃炎胶囊
飞扬肠胃炎片
风茄平喘膏
风痛药酒
风痛片
风痛灵
风痛安胶囊
风痛宁片
风痛丸
风疹减毒活疫苗(兔肾细胞)
风疹减毒活疫苗(人二倍体细胞)
风热清口服液
风热感冒颗粒
风热咳嗽胶囊
风热咳嗽丸
风湿骨痛颗粒
风湿骨痛胶囊
风湿骨痛片
风湿骨痛丸
风湿骨康片
风湿马钱片
风湿镇痛膏
风湿镇痛丸
风湿酒
风湿追风膏
风湿跌打酊
风湿豨桐片
风湿药丸
风湿福音丸
风湿祛痛胶囊
风湿痹痛药酒
风湿痹康胶囊
风湿痛药酒(风湿骨痛药酒)
风湿痛药酒
风湿灵胶囊
风湿灵片
风湿灵仙液
风湿液
风湿止痛药酒
风湿止痛丸
风湿尔康气雾剂
风湿寒痛片
风湿定胶囊
风湿定片
风湿安泰片
风湿宁药酒
风湿塞隆胶囊
风湿圣药胶囊
风湿喷雾剂
风湿关节酒
风湿关节炎片
风湿关节炎丸
风湿二十五味丸
风油精
风梅颗粒
风寒骨痛丸
风寒砂熨剂
风寒止痛膏
风寒感冒颗粒剂
风寒感冒颗粒
风寒感冒宁颗粒
风寒咳嗽颗粒
风寒咳嗽丸
风寒双离拐胶囊
风寒双离拐片
风伤止痛膏
颠茄酊
颠茄磺苄啶片
颠茄片
颠茄流浸膏
颠茄口腔崩解片
颐神颗粒
颐和春颗粒
颐和春胶囊
颐和春口服液
颈通颗粒
颈舒颗粒
颈腰康胶囊
颈痛颗粒
颈痛胶囊
颈痛片
颈痛灵药酒
颈痛灵胶囊
颈康胶囊
颈康片
颈复康颗粒
颅痛宁颗粒
顽癣敌软膏
顽癣净
顺铂注射液
顺铂氯化钠注射液
顺铂
顺气补心十一味丸
顺气安神丸
顺气十三味散
顺气化痰颗粒
顺气化痰片
鞣酸蛋白酵母散
鞣酸蛋白片
鞣酸蛋白散
鞣酸蛋白
鞣酸苦参碱胶囊
鞣酸苦参碱片
鞣酸苦参碱
鞣酸小檗碱膜
鞣酸小檗碱片
鞣酸小檗碱
鞣酸加压素注射液
鞣酸
鞣柳硼三酸散
鞘蕊苏胶囊
鞘蕊苏口服液
非那雄胺胶囊
非那雄胺片
非那雄胺分散片
非那雄胺
非那西丁
非诺贝特颗粒
非诺贝特软胶囊
非诺贝特胶囊(Ⅱ)
非诺贝特胶囊
非诺贝特缓释胶囊
非诺贝特缓释片
非诺贝特片
非诺贝特咀嚼片
非诺贝特分散片
非诺贝特(预制缓释小丸)
非诺贝特
非诺洛芬钙胶囊
非诺洛芬钙肠溶胶囊
非诺洛芬钙片
非诺洛芬钙
非洛地平缓释胶囊
非洛地平缓释片(Ⅱ)
非洛地平缓释片
非洛地平片
非洛地平
非普拉宗片
非普拉宗
非布司他片
非布司他
非布丙醇软胶囊
非布丙醇胶丸
非布丙醇
靛胭脂注射液
靛玉红片
靛玉红
静灵口服液
静注人免疫球蛋白(ph4)
静注乙型肝炎人免疫球蛋白(ph4)
静心颗粒
静心口服液
青龙蛇药片
青黛
青鹏软膏
青鹏膏剂
青霉胺片
青霉胺
青霉素钾
青霉素钠
青霉素皮试剂
青霉素v钾颗粒
青霉素v钾胶囊
青霉素v钾片
青霉素v钾口含片
青霉素v钾分散片
青霉素v钾
青阳参片
青蛤散
青藤风湿酒
青蒿鳖甲片
青蒿素哌喹片
青蒿素
青蒿琥酯阿莫地喹片
青蒿琥酯片
青蒿琥酯
青蒿油软胶囊
青石颗粒
青梅感冒颗粒
青柏洁身洗液
青果颗粒
青果片
青果止嗽丸
青果丸
青娥丸
青大将丸
青叶胆胶囊
青叶胆片
青叶胆提取物片
青叶胆提取物
青兰浸膏片
青六散
青乳消颗粒
露水草胶囊
霍香正气丸(浓缩丸)
霍香正气丸
震灵丸
雷龙片
雷贝拉唑钠肠溶胶囊
雷贝拉唑钠肠溶片
雷贝拉唑钠
雷米普利片
雷米普利
雷替曲塞
雷公藤片
雷公藤总萜片
雷公藤多苷片
雷公藤多甙片
雷公藤双层片
雷公藤内酯软膏
雷公藤内酯
雷丸胶囊
雷丸片
雪莲虫草合剂
雪莲药酒
雪莲注射液
雪莲归芪口服液
雪莲口服液
雪胆解毒丸
雪胆胃肠丸
雪胆素胶囊
雪胆素片
雪胆素
雪梨膏
雪梨止咳糖浆
雪山金罗汉止痛涂膜剂
雪山胃宝胶囊
雪山胃宝丸
雪奇药酒
雪哈虫草软胶囊
雪哈灵芝酒
雪哈大补素片
雪上花搽剂
雪上一枝蒿速效止痛搽剂
雪上一枝蒿片
雪上一枝蒿总碱注射液
雪上一枝蒿总生物碱
雏凤精
雌二醇缓释贴片
雌二醇凝胶
雌二醇
雅叫哈顿散
雄蛾参茸合剂
障翳散
障眼明胶囊
障眼明片
隔山消积颗粒
除障则海甫胶囊
除障则海甫片
除脂生发胶囊
除脂生发片
除翳明目片
除痰止嗽丸
除疤膏
除湿白带丸
除湿止痒软膏
除湿止痒洗液
降酶灵胶囊
降酶灵片
降脂通脉胶囊
降脂通络软胶囊
降脂通便胶囊
降脂灵颗粒
降脂灵胶囊
降脂灵片
降脂灵分散片
降脂平口服液
降脂宁颗粒(无糖型)
降脂宁颗粒
降脂宁胶囊
降脂宁片
降脂化浊胶囊
降脂减肥胶囊
降脂减肥片
降纤酶注射液
降糖通脉胶囊
降糖通脉片
降糖舒胶囊
降糖舒片
降糖舒丸
降糖胶囊
降糖甲颗粒
降糖甲胶囊
降糖甲片
降糖宁胶囊
降糖宁片
降浊颗粒
降浊祛瘀颗粒
降气定喘丸
降压避风片
降压袋泡茶
降压片
降压平片
降压丸
陈香露白露胶囊
陈香露白露片
陈夏六君子丸
陇马陆胃药胶囊
陇马陆胃药片
陆英颗粒
陆英胶囊
陆英糖浆
陆英片
陆氏润字丸
附马开痹片
附片液
附桂骨痛颗粒
附桂骨痛胶囊
附桂骨痛片
附桂风湿膏
附桂紫金膏
附子理中片
附子理中液
附子理中口服液
附子理中丸(浓缩丸)
附子理中丸
阿魏酸钠葡萄糖注射液
阿魏酸钠片
阿魏酸钠注射液
阿魏酸钠氯化钠注射液
阿魏酸钠
阿魏酸哌嗪胶囊
阿魏酸哌嗪片
阿魏酸哌嗪分散片
阿魏酸哌嗪
阿魏化痞膏
阿魏八味丸
阿里红咳喘口服液
阿酚咖片
阿酚咖敏片
阿那曲唑片
阿那曲唑
阿那日十四味散
阿那日八味散
阿那日五味散
阿达帕林凝胶
阿达帕林
阿西美辛胶囊
阿西美辛缓释胶囊
阿西美辛
阿莫西林颗粒
阿莫西林钠克拉维酸钾无菌粉(5:1)
阿莫西林钠克拉维酸钾(5:1)
阿莫西林钠克拉维酸钾
阿莫西林钠
阿莫西林舒巴坦匹酯胶囊
阿莫西林舒巴坦匹酯片
阿莫西林舒巴坦匹酯咀嚼片
阿莫西林胶囊
阿莫西林肠溶片
阿莫西林片
阿莫西林干混悬剂
阿莫西林咀嚼片
阿莫西林口腔崩解片
阿莫西林双氯西林钠胶囊
阿莫西林双氯西林钠片
阿莫西林分散片
阿莫西林克拉维酸钾颗粒
阿莫西林克拉维酸钾胶囊(4:1)
阿莫西林克拉维酸钾片(4:1)
阿莫西林克拉维酸钾片
阿莫西林克拉维酸钾干混悬剂
阿莫西林克拉维酸钾咀嚼片(8:1)
阿莫西林克拉维酸钾咀嚼片(7:1)
阿莫西林克拉维酸钾咀嚼片(14:1)
阿莫西林克拉维酸钾分散片(7:1)
阿莫西林克拉维酸钾分散片(4:1)
阿莫西林克拉维酸钾分散片(14:1)
阿莫西林克拉维酸钾分散片
阿莫西林克拉维酸钾(7:1)片
阿莫西林克拉维酸钾(7:1)
阿莫西林克拉维酸钾(4:1)干混悬剂
阿莫西林克拉维酸钾(4:1)
阿莫西林克拉维酸钾(2:1)咀嚼片
阿莫西林克拉维酸钾(2:1)
阿莫西林克拉维酸钾(14:1)干混悬剂
阿莫西林/克拉维酸钾片
阿莫西林
阿苯达唑颗粒
阿苯达唑胶囊
阿苯达唑糖丸
阿苯达唑片
阿苯达唑咀嚼片
阿苯达唑口服乳剂
阿苯达唑
阿苯糖丸
阿苯片
阿胶黄芪口服液
阿胶颗粒
阿胶远志膏
阿胶补血颗粒
阿胶补血膏
阿胶补血口服液
阿胶胶囊
阿胶益寿晶
阿胶益寿合剂
阿胶益寿口服液
阿胶生化膏
阿胶珍珠膏
阿胶牡蛎口服液
阿胶泡腾颗粒
阿胶当归颗粒
阿胶当归胶囊
阿胶当归合剂
阿胶当归口服液
阿胶强骨口服液
阿胶口服液
阿胶参芪酒
阿胶养血颗粒
阿胶三宝颗粒
阿胶三宝膏
阿胶(液体)
阿胶
阿维a胶囊
阿维a
阿糖腺苷
阿米卡星滴眼液
阿米卡星洗剂
阿米卡星
阿立哌唑胶囊
阿立哌唑片
阿立哌唑口崩片
阿立哌唑
阿珍养血口服液
阿片酊
阿片粉
阿片片
阿洛西林钠
阿法骨化醇软胶囊
阿法骨化醇胶囊
阿法骨化醇片
阿法骨化醇
阿桔片
阿柔比星
阿替洛尔片
阿替洛尔注射液
阿替洛尔
阿普唑仑胶囊
阿普唑仑片
阿普唑仑
阿昔莫司胶囊
阿昔莫司分散片
阿昔莫司
阿昔洛韦颗粒
阿昔洛韦葡萄糖注射液
阿昔洛韦胶囊
阿昔洛韦缓释片
阿昔洛韦眼膏
阿昔洛韦片
阿昔洛韦滴眼液
阿昔洛韦注射液
阿昔洛韦氯化钠注射液(Ⅱ)
阿昔洛韦氯化钠注射液
阿昔洛韦咀嚼片
阿昔洛韦分散片
阿昔洛韦凝胶
阿昔洛韦乳膏
阿昔洛韦
阿拉坦五味丸
阿折地平胶囊
阿折地平片
阿折地平
阿托品异丙嗪注射液
阿托伐他汀钙胶囊
阿托伐他汀钙片
阿托伐他汀钙分散片
阿托伐他汀钙
阿戈美拉汀片
阿戈美拉汀
阿德福韦酯胶囊
阿德福韦酯片
阿德福韦酯分散片
阿德福韦酯
阿归养血颗粒
阿归养血胶囊
阿归养血糖浆
阿归养血口服液
阿娜尔妇洁液
阿奇霉素颗粒(Ⅱ)
阿奇霉素颗粒
阿奇霉素软胶囊
阿奇霉素葡萄糖注射液
阿奇霉素胶囊
阿奇霉素肠溶胶囊
阿奇霉素肠溶片
阿奇霉素细粒剂
阿奇霉素糖浆
阿奇霉素磷酸二氢钠
阿奇霉素片
阿奇霉素注射液
阿奇霉素氯化钠注射液
阿奇霉素枸橼酸二氢钠
阿奇霉素散剂
阿奇霉素干混悬剂
阿奇霉素分散片
阿奇霉素
阿嗪米特
阿哌沙班片
阿咖酚胶囊
阿咖酚散
阿咖片
阿司待因片
阿司可咖胶囊
阿司匹林锌胶囊
阿司匹林锌肠溶胶囊
阿司匹林锌
阿司匹林肠溶胶囊
阿司匹林肠溶缓释片
阿司匹林肠溶片
阿司匹林缓释胶囊
阿司匹林缓释片
阿司匹林维生素c肠溶片
阿司匹林维生素c泡腾片
阿司匹林维生素c咀嚼片
阿司匹林维生素c分散片
阿司匹林维c肠溶胶囊
阿司匹林维c肠溶片
阿司匹林片
阿司匹林泡腾片
阿司匹林栓
阿司匹林散
阿司匹林咀嚼片
阿司匹林可待因片
阿司匹林双嘧达莫缓释胶囊
阿司匹林双嘧达莫缓释片
阿司匹林双嘧达莫片
阿司匹林分散片
阿司匹林
阿卡波糖胶囊
阿卡波糖片
阿卡波糖咀嚼片
阿卡波糖
阿加曲班注射液
阿加曲班
阿利沙坦酯片
阿利沙坦酯
阿克他利片
阿克他利
阿伐斯汀胶囊
阿伐斯汀
阿仑膦酸钠肠溶片
阿仑膦酸钠维d3片
阿仑膦酸钠片
阿仑膦酸钠
阴道用乳杆菌活菌胶囊
阴虚胃痛颗粒
阴虚胃痛胶囊
阴虚胃痛片
阴痒康洗剂
阳春胶囊
阳春玉液
阳春合剂(降糖)
阳春口服液
阳和解凝膏
阳参益肾胶囊
防风通圣颗粒
防风通圣丸(浓缩丸)
防风通圣丸
防衰益寿丸
防芷鼻炎片
防己关节丸
防参止痒颗粒
阮氏上清丸
阑尾灵颗粒
阑尾消炎片
阑尾消炎丸
间苯二酚
间苯三酚注射液
间苯三酚
门冬酰胺酶(欧文)
门冬酰胺酶(埃希)
门冬酰胺酶
门冬酰胺片
门冬酰胺
门冬胰岛素注射液
门冬胰岛素30注射液
门冬氨酸鸟氨酸颗粒剂
门冬氨酸鸟氨酸注射液
门冬氨酸鸟氨酸
门冬氨酸阿奇霉素
门冬氨酸镁
门冬氨酸钾镁葡萄糖注射液
门冬氨酸钾镁片
门冬氨酸钾镁注射液
门冬氨酸钾镁木糖醇注射液
门冬氨酸钾镁口服溶液
门冬氨酸钾片
门冬氨酸钾注射液
门冬氨酸钾
门冬氨酸钙片
门冬氨酸钙注射液
门冬氨酸钙口服溶液
门冬氨酸钙
门冬氨酸洛美沙星葡萄糖注射液
门冬氨酸洛美沙星注射液
门冬氨酸洛美沙星氯化钠注射液
门冬氨酸洛美沙星
门冬氨酸氨氯地平片
门冬氨酸氨氯地平
门冬氨酸
长白复尔春胶囊
长春西汀葡萄糖注射液
长春西汀片
长春西汀注射液
长春西汀氯化钠注射液
长春西汀
长春胺缓释胶囊
长春胺缓释微丸
长春胺
长春红药胶囊
长春红药片
长春益寿膏
长春烫伤膏
长春宝口服液
长春宝丸
长城止咳喘糖浆
长城感冒片
镇银膏
镇脑宁胶囊
镇痫片
镇痛活络酊
镇江膏药
镇江橡胶膏
镇心降压片
镇心痛颗粒
镇心痛口服液
镇坎散
镇咳糖浆
镇咳宁颗粒
镇咳宁胶囊
镇咳宁糖浆
镇咳宁滴丸
镇咳宁含片
镇咳宁口服液
镁钙维c片
镁加铝咀嚼片
镁加铝
锡类散
锡克试验毒素
锝[99mtc]聚合白蛋白注射液
锝[99mtc]甲氧异腈注射液
锝[99mtc]比西酯注射液
锝[99mtc]植酸盐注射液
锝[99mtc]喷替酸盐注射液
